system:index,albedo,date,.geo
193,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,6.982421875,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,121.28125,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,308.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,477.375,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,575.75,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,638.25,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,641.75,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,643.5,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,580.25,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,455.125,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,284.875,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,142.8125,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,23.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,5.54296875,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,98.5,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,238.1875,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,414.375,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,595.75,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,735.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,805.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,774.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,689.25,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,511.5,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,320.625,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,139.75,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,19.828125,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.0,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,3.359375,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,62.34375,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,170.8125,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,317.625,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,494.375,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,637.25,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,717.75,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,722.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,653.5,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,502.125,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,309.625,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,140.5625,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,20.796875,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,0.0,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,5.478515625,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,90.59375,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,194.0625,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,262.625,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,392.25,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,592.25,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,755.25,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,737.5,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,667.5,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,527.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,306.125,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,133.0625,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
